GuessWord,Entropy
toils,5.531985405760851
shire,5.531941709481764
liers,5.531690384222134
ratel,5.530892765041843
shier,5.530759490949357
nitre,5.529646334676477
nites,5.528393886874209
sored,5.5262171688095645
tides,5.5258053918791346
dears,5.525101780442569
rheas,5.523782545781483
grate,5.523178300913887
shote,5.522945745462118
stern,5.520687638154385
twaes,5.51912397769832
rathe,5.5184294571288754
saint,5.5176791590309495
shite,5.51739433612964
trode,5.515000710649423
sorta,5.513517510960569
snort,5.512855166127916
hoers,5.509910350524747
tames,5.5095171784302845
cores,5.509395526016955
cries,5.508993980108389
laser,5.507837086381466
anise,5.507198266619903
toges,5.505904561264315
aures,5.505894967161864
roist,5.504953896995654
trice,5.504426282532724
seral,5.503689523649225
heats,5.502813220891353
tride,5.5026564667332964
stean,5.501840122036226
throe,5.501128519330058
loast,5.500024602102234
carse,5.497655600711021
riots,5.4969891066141745
heirs,5.496668240365066
neist,5.496448709928278
saice,5.496125922681006
heast,5.495362003178374
dores,5.4942981206798205
gares,5.49334029419356
artis,5.49249681285179
haste,5.491594999362988
tiler,5.490486040489836
wrate,5.489132833085186
doers,5.4877066037953615
riels,5.487533260761201
rated,5.487028000591565
setal,5.48578294867211
tirls,5.485003806103789
aisle,5.484932119027698
tahrs,5.483121230500402
caste,5.48307600943095
cater,5.482973367326852
shent,5.48252203027838
orant,5.482276041396477
stade,5.48211839234918
serai,5.48183951942817
horse,5.481079090211356
tread,5.480854284254828
scare,5.480175389200323
dries,5.47982754670196
sieth,5.479711317285656
resit,5.4792537529453424
ratos,5.478041160195151
trads,5.476908032735485
sired,5.476605341192555
noter,5.4764389233462305
snirt,5.476369283485434
those,5.476332862485249
dater,5.475687062845571
tinea,5.47492773633993
sager,5.474739741815887
tsade,5.47287944232285
sonar,5.4727032322249825
tices,5.4726785056471074
nerts,5.471734433910196
tenor,5.471358973057319
acres,5.470894867154953
derat,5.470540293422138
rotis,5.467906090822524
telos,5.467134092217648
trash,5.466196512285454
gates,5.466190724693747
siler,5.464898897447088
tosed,5.4644275186646585
leans,5.464303498640302
thens,5.464234687657748
stair,5.4642226963918
wares,5.463708899938153
toran,5.463515528592894
earls,5.462100557046119
short,5.4605783864421875
races,5.460029423688885
leant,5.459430182781944
coate,5.458349236628843
tesla,5.45674160671187
rines,5.456517169544514
teres,5.454509974914541
saree,5.453309733242332
hales,5.4532258706433465
tolar,5.453073642284382
liart,5.452793533996522
cotes,5.452556550261351
stela,5.451755905523735
orles,5.451521088508342
suite,5.451184959126255
starn,5.450740754528341
noise,5.449850070449941
react,5.448918859236236
tapes,5.448364640765891
tarsi,5.448092936480726
tolas,5.447837317993253
rants,5.446414887552149
cires,5.4447167144623885
loser,5.44471609615835
dotes,5.444581476397291
stein,5.443844365381314
sited,5.443725587554594
aesir,5.443647490570682
seton,5.443061172572817
lairs,5.442184778695248
riles,5.441873358058733
their,5.441722331595472
sarge,5.440593889909771
stied,5.439889602644438
urase,5.438705202251298
rents,5.438644968621132
trape,5.438182169754124
touse,5.4356097015941955
tawse,5.434935443576694
crane,5.434309329581804
sware,5.4330000628201045
tawer,5.432361314585327
aired,5.43169325472371
scrae,5.431106255487221
arsed,5.430205161772839
gores,5.430138638204286
crest,5.428533459184987
sture,5.428438290038744
coset,5.427907558100019
ahent,5.427876382470197
noser,5.427828734707661
rotls,5.427649254843479
tomes,5.427578363102633
train,5.42727313079891
shiel,5.427121286607667
shone,5.426932439560048
rohes,5.425946804064828
doest,5.425687387187486
airns,5.424022001586462
liens,5.423797577982062
liars,5.4236519985703895
sithe,5.4231168864279296
gears,5.42307652577216
dorse,5.422446889436789
drest,5.422158962983045
tease,5.421956612960913
slant,5.421199412725159
tamer,5.420512661231238
riant,5.4203767970387435
trees,5.419794317971641
steal,5.419322794366896
tunes,5.418680647323126
torcs,5.41849491956686
tinas,5.418364778741887
saned,5.418291380064466
stage,5.418196777574703
hoars,5.417027712502167
wries,5.415314725266832
wears,5.415052453454345
harts,5.413389979817702
dites,5.413381694457464
armet,5.412823337765272
rages,5.412760011903172
orals,5.412372806427432
ronts,5.412365077047425
noels,5.411821639939657
cites,5.411792782137172
serin,5.4108201282589
diets,5.4103195730020595
liane,5.41001501847607
rodes,5.409314255149644
liter,5.4088979222226445
drats,5.408589684401676
onset,5.408199496398003
niter,5.408169187889713
sawer,5.407899106942113
tabes,5.407455724821022
oners,5.40700893363788
deist,5.40659299137617
loirs,5.406571255131321
goers,5.405695711705071
shred,5.405656521649321
heist,5.405070541485317
torsi,5.404942608890835
corse,5.404289293656776
herns,5.401884611608681
aides,5.4016332034340815
solar,5.401513261171875
sceat,5.401112202738628
neals,5.401070719725089
hanse,5.40101669862701
certs,5.4007766962757335
etnas,5.400489582815172
arete,5.400202980477969
gater,5.40007957424796
ashet,5.399778953858998
noirs,5.397925659331025
acers,5.397689710383095
hones,5.397467042540691
shirt,5.397274414550274
reins,5.3970750883725005
mares,5.39668295213144
arils,5.396112714854989
trona,5.395676606888314
tiges,5.395353035229795
canes,5.3944230782531735
eorls,5.394189181090819
lines,5.393753192682911
noles,5.393721912390353
suent,5.39255221871737
soger,5.392334936799029
carts,5.391837438389154
soree,5.39155557744792
urite,5.389948076331839
trews,5.389105255430564
torah,5.388088619837868
prate,5.387003202942395
tours,5.386775114891592
inert,5.386109429472599
silen,5.38573990762404
hairs,5.385376763975303
hoser,5.385157203810452
oaten,5.3842043002855
seron,5.384133497075201
heals,5.3835577536983985
claes,5.3830535866162945
roted,5.382472121346576
hoise,5.382256800901741
scart,5.381636192447678
rased,5.381185711370643
steil,5.380722725101597
ramet,5.380674125768708
geats,5.379961022513296
trail,5.379549546166946
mates,5.37788994461149
steno,5.377861819154589
times,5.376987345782376
trods,5.37607946964805
crise,5.375615024098447
loans,5.3752892404365165
topes,5.3744501950898576
haler,5.374383469686281
reads,5.3738572794864075
setae,5.373786145897305
earth,5.373325965805426
taish,5.373266191909623
honer,5.372941040435648
relit,5.372210802302627
rains,5.371754511194496
score,5.371079301693419
spate,5.370381628769215
sharn,5.369698541375226
sider,5.3693599738758335
teams,5.369169937161143
tules,5.368745453926691
senor,5.368423001885613
thole,5.368251710049855
terse,5.3679196491434915
rinse,5.367598184988406
write,5.367031004167391
twire,5.366640552537144
inset,5.366463648117556
toads,5.36604179062633
tower,5.365363872701756
laten,5.3649896832980195
darts,5.364964865396525
water,5.363428703753341
chare,5.362747082539066
stead,5.362237275331715
braes,5.362146921684545
shine,5.360074567707964
larnt,5.359909763291824
alien,5.359884911126292
taper,5.35960304861592
doter,5.3590728065629625
learn,5.358689940852702
herls,5.358374880436918
loner,5.357798582934237
twoer,5.3574282846758665
rails,5.35640611560566
senti,5.356185784170428
satem,5.355953057687199
haole,5.35524999844257
surat,5.355098063130431
rhone,5.354692339485425
rosit,5.354581172364689
coste,5.3537157094529935
halse,5.35315423908881
ureas,5.353107229108433
trend,5.352343315139
heros,5.351994388126941
retia,5.351812015137181
route,5.351559208619389
toned,5.351345297657599
towse,5.351153000378916
shalt,5.351057136485113
wites,5.349641423594177
serac,5.349582075034913
coast,5.349434836038932
wrote,5.349320262050813
lotas,5.348977066058926
torus,5.347942285250827
pares,5.347757842055155
horst,5.347567184480965
irone,5.347446962647948
aline,5.347130913750477
wires,5.346833611817843
agers,5.346751268564077
roins,5.346621089985463
rials,5.346234328313868
alist,5.345752760243277
hared,5.345350597252055
drent,5.343851249637923
roues,5.343206508553976
adore,5.342677423035661
takes,5.342626101868113
shied,5.342284265257135
sabre,5.342073617938542
deans,5.341845235826925
taber,5.341678332579605
oriel,5.341524832986803
gorse,5.341250966044601
heils,5.341161205628246
soral,5.340909550885237
peart,5.340396735702087
siree,5.339742503464109
great,5.33959969664047
shero,5.339105133879231
tuans,5.338692826467074
coats,5.338435561407379
shade,5.337323758285231
carle,5.336516963680696
mores,5.3364441784615755
elans,5.336027800365751
frate,5.335675775597704
holes,5.33494086811055
togae,5.334379809870012
sarin,5.333774578430694
roils,5.333285676893518
bares,5.333203201328354
satin,5.332887864658053
pates,5.332590943808892
sherd,5.332529252799294
anile,5.331910978052165
lades,5.331823080307899
maire,5.331383892286099
waste,5.330638844301038
saith,5.3298766795614405
harns,5.329472449379311
thans,5.329367782085085
scale,5.329128572516607
rides,5.3289173915600925
horas,5.328227138552828
ariot,5.327914213107474
wrest,5.32768450124216
alone,5.327675257328618
swire,5.327553383392736
slade,5.327017095112193
lathe,5.326847315894919
swore,5.326522995955361
segar,5.326103747050714
motes,5.325787266539533
resto,5.32568042171682
saunt,5.3251019227587015
naris,5.32504552994575
laris,5.3237352078246625
trial,5.323609691696997
reate,5.323539745407779
seare,5.32303873576244
marse,5.32298155289834
oared,5.322480950854067
sheal,5.320991773255924
caner,5.320810139664921
moers,5.32004250622793
tyres,5.320019010321125
terms,5.319897907121034
sower,5.3197663102681245
tuner,5.319443517158354
weirs,5.319295903807712
shorn,5.316955410777235
sweat,5.31624541851759
goest,5.31620861990442
trave,5.316077046451732
solei,5.3160199296595625
larns,5.315643707599889
tarre,5.315518043920243
laces,5.315404090527478
twier,5.315025502324447
santo,5.31497717125019
teers,5.3148648381172166
selah,5.31450805811829
tenia,5.314449689980058
gites,5.3143268536434745
loris,5.314243301039925
smite,5.314104583367344
teary,5.314101023949726
trope,5.31405064468534
trams,5.314000220140639
dorts,5.3139428808320615
doats,5.313839705907565
natis,5.312519287244442
clies,5.311702532508128
trems,5.311679382395135
swart,5.311519234100664
doser,5.311389252360718
eards,5.310770280742576
dales,5.310728429104878
hents,5.309734567144925
irade,5.30956932204577
skate,5.308239164679214
aunes,5.30813826332122
risen,5.307975146068536
tepas,5.307888844086115
islet,5.307808062008289
spare,5.3069954813665525
hoast,5.306877065995263
horns,5.3058523864062535
tined,5.305841536486503
apres,5.305753087340289
meats,5.305556939027465
sleet,5.305292933477145
drant,5.305185896941593
waite,5.3049761016611034
thine,5.303433540059074
aider,5.303425010562506
noris,5.30341600130036
leash,5.303145518103931
cones,5.302802767603647
arled,5.302454997075162
liras,5.302186268098436
hades,5.302094560059722
lacet,5.301175242208233
renos,5.300571707504036
scrat,5.300354259586188
chert,5.299879802718969
hoten,5.299866256829303
mater,5.298849712018837
terga,5.298217345656401
shoat,5.298089829354007
trogs,5.298022363058664
losen,5.29786463496528
stria,5.297653965682944
whare,5.297414119959413
bates,5.297191045691987
sadhe,5.296491662610797
rosed,5.296160047782861
wetas,5.296097452950617
troad,5.295889044749934
spaer,5.295642747416039
mitre,5.294393886061309
geits,5.294147267895636
sewar,5.2933471366533835
crits,5.292295882559619
terne,5.292197152416949
raths,5.291921169052388
saber,5.291880853038416
triad,5.291142302034866
citer,5.2905835647178785
ursae,5.290527346131755
airth,5.289596358321115
dearn,5.288599154126354
rance,5.288556013920076
wrast,5.2877216587637585
paire,5.287528702543596
dealt,5.287390031050505
realo,5.286823782196569
toled,5.286592236022924
gales,5.285984159622166
salue,5.2849879401277935
thorn,5.284811146889005
lehrs,5.284801225909605
smote,5.284653624559851
tenes,5.284235105807717
shute,5.283900378763245
getas,5.283703522274918
coles,5.283694591448855
tripe,5.282536664025116
pores,5.282082498734645
triol,5.281555979814789
smart,5.2791596534138385
toper,5.2790949459767615
pears,5.278811754724163
yates,5.278305953564473
sieur,5.278233071216387
bries,5.277772863664291
ranis,5.277600311270761
crost,5.277465501871119
alecs,5.277391586738859
shoed,5.27668656746916
goats,5.276452688942946
nacre,5.27641537194907
strew,5.2763311308275735
alure,5.275965063837069
mites,5.275575628894371
turns,5.2753336009627185
ciels,5.27532251468191
anole,5.275302697664424
swear,5.274957495008918
soled,5.2746243456425415
inter,5.273644551483461
taker,5.273390330173907
coirs,5.273298212749952
glare,5.272929041978054
chase,5.272926094504443
scent,5.272789286026163
pries,5.272359924483742
spite,5.272036457945838
telia,5.271845754265042
tokes,5.271564564483697
rouse,5.271062165769306
litas,5.2710092768389805
tyers,5.270912786975246
drone,5.270721858594319
worse,5.270651129913084
deros,5.270598778416592
crone,5.270378253692171
stain,5.270244626168011
tends,5.270040437580096
wanes,5.269733578622113
feart,5.268474274332739
rotan,5.2684087274727585
istle,5.26832158629839
potes,5.26828830869836
mires,5.268177508802434
ayres,5.26755842601739
horis,5.2673530972483995
maise,5.266990768165445
reset,5.266868110887748
lenis,5.2668587827513
lants,5.2665973699874415
diane,5.2663504526025315
harls,5.266115620739114
haros,5.265164615335969
traps,5.264884319120848
rices,5.264328944883417
trows,5.263834192952357
outre,5.263302678841157
sidle,5.262541860306089
tawie,5.26226817660605
socle,5.261725128871755
tiger,5.2615934580096475
sonde,5.2614434838224735
sined,5.261364137585452
tribe,5.261337575261854
prase,5.2613239783683
rhine,5.261154057433593
deair,5.261063650069691
ceros,5.260547620095332
rapes,5.260374355195087
morse,5.25963441464129
lodes,5.259371157485418
amies,5.25831720745191
urent,5.258010835727153
bores,5.257968380759707
irons,5.257687796093111
slide,5.257531807729637
deals,5.257486817449951
smore,5.25710228552936
apert,5.2564563036333
sheet,5.255932994270232
chars,5.25575853577004
morae,5.255594715417332
iotas,5.255318210020387
pater,5.2551445495354345
sonce,5.25498501510178
cadre,5.254506756819518
paste,5.2543706773009005
swale,5.254281067294214
argle,5.254126762673787
roads,5.254013473946987
lader,5.253090902220898
peats,5.253059728817564
crans,5.252631057083619
stend,5.252617627105679
acnes,5.252617205471214
strad,5.252401976833912
parse,5.252377364912764
geist,5.252107392188672
doner,5.252021707375196
moire,5.250997355523191
hosen,5.250637036774303
oints,5.2504070180671745
osier,5.249919041273469
heard,5.249915209323901
coits,5.249696806001103
daine,5.2495571541012715
derns,5.2495426696736756
warst,5.2492881126516595
speat,5.2492421060172925
teind,5.249203498489322
toyer,5.249127484435819
shorl,5.249060247656475
hired,5.248553310892725
grots,5.248202055155497
sayer,5.247903630589535
teles,5.2474412599041
fates,5.247077192894694
manet,5.24698025179426
arish,5.246861891032396
tanhs,5.246599106441384
teaks,5.246026824024807
cared,5.245810864519855
truce,5.245591379015559
nodes,5.245127028592888
neath,5.244925705666116
trabs,5.244827824840561
hotel,5.243959185344939
hoist,5.24395430749548
doles,5.2438594666228315
lutes,5.243661352031254
lures,5.243171127446757
three,5.242871213289878
shard,5.242587531132015
wales,5.242460045662103
apers,5.2424256278262185
treys,5.242339401710741
diels,5.2417305120190685
leish,5.241723178600345
bears,5.241157905030289
slice,5.241114271437461
tiled,5.240616212474729
tarps,5.240320606564063
conte,5.2397392878418065
antis,5.239700451680418
tuile,5.239456724734209
stere,5.2377742397645894
saker,5.237586899484294
stime,5.237427198487937
chore,5.2365090249076705
ratus,5.23618959976709
fares,5.235900876232714
lirot,5.2357849902549605
sield,5.2356303354630285
denar,5.235448620505261
gairs,5.235342583214218
liner,5.234981587231007
tases,5.23496534471699
drole,5.234908225629734
moste,5.234114720830774
taigs,5.234110545258772
dirts,5.23300989943039
alder,5.232990001298721
troke,5.232819409320524
reoil,5.232676448455013
chart,5.2323937504853095
darns,5.232379465606248
carns,5.232370608505978
timer,5.232283248630883
siled,5.23195184091569
taver,5.231291447351623
olent,5.231095120464843
dines,5.230880075184439
stake,5.230876341355134
arene,5.230849675508166
ceils,5.230132436371453
touns,5.22919770082842
baste,5.228063907534035
cades,5.228047425094819
tates,5.227488619209758
teens,5.226717260341843
salto,5.2265499840594405
aside,5.226240760331156
teels,5.226235740159207
goels,5.225386784548673
grise,5.224556750548229
solde,5.223589650375907
tikes,5.22249254555222
spart,5.22228853265075
trays,5.222201639091082
poets,5.221684532062629
spore,5.2209654846565385
lated,5.220860961101183
doits,5.220539402970305
wrens,5.220369517181871
weans,5.220256212653586
astir,5.219853753529216
thins,5.219798074516669
yeast,5.219406258837227
hides,5.219253408177509
botes,5.2188058698741715
cruet,5.218678911652689
warts,5.218353934479463
safer,5.218338590518324
sehri,5.218234172952732
nails,5.218087774885268
vares,5.217176343062995
shrew,5.217035311522616
trike,5.216931435253043
scant,5.21689186414825
sates,5.216576526797957
goles,5.215681272182288
beats,5.21451925873809
loges,5.214516854347037
snide,5.213973387807922
hosel,5.213564841677
geals,5.213424516446447
spire,5.213207131554128
lacer,5.212951625525655
crine,5.212653004608197
aruhe,5.212480692983443
paise,5.212296485294718
feats,5.211982118808102
yores,5.211650645878757
loure,5.211519834504863
table,5.21138697036174
crias,5.211340185273552
tense,5.211339958740466
snead,5.21120272297266
abers,5.2105474828502025
sedan,5.2096089414501465
thees,5.209469870144385
anted,5.208937756139509
horde,5.2083490557047085
beast,5.208338051724924
arret,5.2082145246997325
steer,5.207837023720211
thein,5.207723876391994
lions,5.207496467691687
cines,5.2074456083690315
ornis,5.207286272756067
prest,5.206617253529173
merit,5.206531614900276
daris,5.2065218430059055
wairs,5.206236672558858
fears,5.206078412221146
maser,5.205882408257439
scone,5.205820083974533
rahed,5.205716085551519
ranee,5.2055594533161305
manes,5.205520458888228
terfs,5.205489840246777
swelt,5.205202818446287
leads,5.205106973545839
abets,5.204404497526461
kaies,5.204230136974232
seric,5.2039136927717005
shame,5.203749407570417
years,5.203721539530346
sente,5.20340069096923
skite,5.203354057708248
curet,5.203220468641449
recit,5.2026137590599655
bites,5.202322183618716
cesta,5.202207832848815
loins,5.2022071908521905
lenos,5.201768385554976
tasse,5.201341733010692
treen,5.200936797779703
marts,5.200367903398328
estro,5.2002380568518225
erics,5.200009969905804
altos,5.19964081212244
nelis,5.199516847411914
tacos,5.19931917126809
crues,5.198639235469545
trigs,5.198447217538304
treks,5.198414900920005
lager,5.198222836197908
laree,5.19803418670689
sarod,5.1979467046203105
boets,5.197468330718562
neral,5.19725526621657
piert,5.197244535882673
hails,5.19723430572539
deils,5.196843129418711
feast,5.1967854919387415
porae,5.196493436619515
hains,5.196372023691971
trued,5.196049112576261
kores,5.195702534438508
smear,5.1956437051947555
erase,5.195571613061575
sheol,5.195496832320072
trema,5.195253774661226
cadet,5.195245481029358
meant,5.195232726108096
talcs,5.19523259079571
ither,5.1944635654304205
lames,5.194329927183672
togas,5.194242671865776
gaits,5.193998646597623
trove,5.193989804017576
sober,5.1936493726090305
nides,5.193592140613455
goier,5.193205933954429
rotal,5.193194797314776
piets,5.193077578467008
ronde,5.193005460590736
dents,5.192927300515041
corns,5.192905728148731
apter,5.192824694239483
tunas,5.192793088980819
forte,5.1926366872855825
hated,5.192604307705383
noahs,5.192595879263083
goras,5.1924286884915345
sault,5.192383452356058
rakes,5.19205998938909
weals,5.19171969862348
geans,5.191262406054893
lased,5.190318010971129
oiler,5.189827891770242
males,5.189188306116615
aerie,5.188788656797974
haute,5.188745244436365
since,5.188688019379208
cents,5.188668477421963
worst,5.188619108694901
sauce,5.188352751645609
ropes,5.187103988915597
snath,5.186856403756178
stipe,5.186543615703078
tache,5.186374617512516
sowne,5.185922807809949
towie,5.185036594551552
noils,5.184882733813553
eater,5.18377074590848
ogres,5.183505703564494
biers,5.183091372425929
hause,5.18308933408944
renal,5.183049463702406
clart,5.182801129815903
farse,5.182501660242314
routs,5.18220770430287
writs,5.182070217180228
shend,5.181530796017925
other,5.1811661623177905
huers,5.1808939116249615
prats,5.179990232281533
reest,5.179972343175819
torte,5.179914004214413
toker,5.179769461170975
smelt,5.179696571792862
brane,5.179375614065527
tapen,5.1792364597623175
phare,5.17919964256785
samen,5.179150319796167
trims,5.1790653671048075
almes,5.178947723567782
sutra,5.1789020094846405
reams,5.178648035991246
herds,5.1785469474675825
saver,5.178529602811791
isnae,5.178322313197698
spane,5.1782869107924
ceorl,5.17820134392371
toses,5.178076761963487
tilde,5.177979317904193
marle,5.177940497831159
runes,5.177349557570268
uraos,5.177242765636819
fores,5.1771991089318785
inlet,5.1771663065835565
north,5.177022319831069
tardo,5.1764238818993045
strep,5.176392901321382
fries,5.175888649978239
lotsa,5.175434116189496
tonus,5.1753268608928105
canst,5.174856254351052
abies,5.173915412131892
daces,5.173816883629983
large,5.173691409977727
snarl,5.173688900455315
panes,5.173661044365028
worts,5.173577737084427
morts,5.1734741726864595
moats,5.172980109724051
teaed,5.172756474841398
redos,5.172635443027414
arced,5.172410496815375
grens,5.172255978888588
heron,5.171958871949102
samel,5.171491254835509
raids,5.1713918327268305
baels,5.170782980014321
froes,5.170768169592114
celts,5.170475160368422
aegis,5.1704421014606385
lieus,5.170285736588879
alews,5.170115286685274
cosie,5.169684724847068
hants,5.169103994114872
names,5.168579324457699
telae,5.168172680373916
derth,5.167616944070333
piers,5.167182497816921
noted,5.166624870129724
rauns,5.165721488108581
seity,5.165663671930372
frets,5.165460822024053
perst,5.1649795985008895
coals,5.164971382960264
tonal,5.164962961932729
droit,5.164091323880751
teach,5.1639584862927626
morne,5.1639010717343865
perts,5.163069009850925
grits,5.163008640060046
totes,5.162854887803191
owres,5.162668640414642
yites,5.162411962863398
enols,5.162252785351659
cages,5.1622467081061965
roust,5.162181323925623
sweir,5.162053461344408
ashen,5.161823233375965
sable,5.161238496876848
doris,5.1611629721516925
relet,5.160601814555082
crons,5.1598402326077455
retie,5.159812804410388
sayne,5.159565658821625
hoaed,5.159443018066556
wiels,5.1593675867225235
cheat,5.159161451138546
recta,5.158868827600395
brats,5.158854888195188
groat,5.158667902236568
triac,5.1584383306276544
edits,5.158333272898207
robes,5.157854036296311
grace,5.157699199718269
talus,5.156836742449658
skart,5.1565920439128945
awner,5.1563341240875715
clote,5.156307468568896
cried,5.156195208428609
teats,5.155846345772782
anils,5.155752961252585
morat,5.15564844776834
hames,5.155303640857472
wrist,5.154830033454181
etics,5.154619622371329
rosti,5.154435306258941
sores,5.154386223838608
heres,5.153354384907877
aches,5.153100936311121
spear,5.152618993591593
thirl,5.152463357135171
carls,5.1523132564193
towel,5.152019632680471
tynes,5.151944735994139
goner,5.151912069031626
oaths,5.151698719280922
cleat,5.151642685379217
tolan,5.151595761040744
grone,5.15155610327368
stele,5.151154922714847
amens,5.151100151312475
oread,5.15094583542816
icers,5.150758982485122
toric,5.1505849537035395
boart,5.150467329992235
meals,5.150306956621006
spale,5.1502250274830885
prose,5.149864657142852
chest,5.149861649256572
ditas,5.1498299266256415
taroc,5.14930638973964
deash,5.149140485550227
adits,5.1489775816833365
ailed,5.148915794392695
lowes,5.147585347308348
cored,5.147508057434948
raves,5.147449253971668
palet,5.14741337147077
stave,5.147411964325087
sowle,5.147410183540072
waist,5.147364322657055
miter,5.147258365445894
petar,5.146810416535674
state,5.146670760274716
means,5.145656930245306
swile,5.145276996320519
taste,5.145218412641325
threw,5.145041066968989
strag,5.144335399623675
tater,5.144237197256685
betas,5.143949474207983
grade,5.143875329602733
waler,5.143708242825347
blaes,5.142982086436527
luter,5.142677168082111
stand,5.142667301938202
reaps,5.142612676702617
rimes,5.14244394149959
gades,5.142409570760747
acred,5.142405854390697
heads,5.1422805227357316
crena,5.142229746902105
potae,5.142132162304519
breis,5.141924084445205
areic,5.141762163429345
cures,5.141710044560966
seine,5.14124463985896
mairs,5.14115040107768
diner,5.140672165612097
wines,5.140498721216023
aimer,5.140306805776754
spier,5.1401812431198275
metis,5.140111779355822
ramie,5.139465969636953
sport,5.1392365198397245
roule,5.139055314297511
stoln,5.138961714938698
tress,5.138906923717551
retag,5.13873045500351
tajes,5.138242168257846
ahint,5.138089492775038
datos,5.137936462827943
baser,5.137893141099771
parts,5.137660493347568
kites,5.1376056826268215
soave,5.137344706861009
ament,5.1373238267800945
banes,5.137166714344985
trips,5.13703947845425
waits,5.13658423801664
spent,5.136445821181471
riads,5.136381830031042
louse,5.136030470243076
resin,5.135999244549264
delts,5.135959937331645
staid,5.135945163215114
arson,5.1357670035710905
aglet,5.135658318846076
sured,5.135522073194079
cants,5.1355194804788225
heids,5.135416920654819
weros,5.134944931461157
brise,5.13487899417171
vaire,5.134408417699008
prise,5.134242789416718
sidhe,5.133878335406864
trild,5.133726541787161
meris,5.133568135174522
lithe,5.133184890455118
seats,5.133057474848633
lease,5.1329360252861775
uraei,5.132750704189814
shape,5.132736744998238
wiles,5.132727252651619
rules,5.132410616143651
steen,5.132158482378942
tamis,5.131988771175536
sloth,5.131780700619838
loath,5.131694722305913
sutor,5.1314450811165555
